City,State,Shape,Duration.in.seconds,Description,Date,Longitude,Latitute,Duration
Strafford,MO,Circle,600,I Was Only About 8 Or 9 Years Old.  I Had Spent The Weekend W/ My Father  Step Mom When They Were Getting Ready To Take Me To My Moms,4/25/2002,37.2683333,-93.1169444,600
Uvalde,TX,Circle,900,I Cant Remember Very Well Now But I Think It Happened On A Thursday Night...I Needed School Paper For The Folowing Day And I Told My Pa,11/20/2001,29.2094444,-99.7858333,900
New Boston,TX,Egg,3600,Controled Flight. Extremely Low Altitude. Extremely Slow Speed. No Sound Observed At Close Distances.,10/27/2004,33.4597222,-94.4152778,3600
San Ramon,CA,Disk,300,In 1985 I Saw A Silver Saucer Directly Over My House In California.,5/2/2011,37.78,-121.9769444,300
Cleveland (Massilon Rd.  Montrose Area),OH,Diamond,15,Driving On Rural Road Am. Cant Rember Month But There Was No Leaves On Trees.  I Saw A Kite Shaped Object About The Size Of A Two Sto,9/19/2002,41.4994444,-81.6955556,15
Hixson,TN,Other,900,My Friend And I Saw Three Orange-Red Circles In A Linear Fashion In The Sky One Evening Which Was Not Moving Nor Making Any Sound.,2/14/2006,35.1405556,-85.2327778,900
Hartford City,IN,Triangle,600,Triangle Crafts Over Blackford Co.,10/28/2002,40.4511111,-85.37,600
Camden,SC,Disk,600,Saucer Shaped The Length Of A Football Field,10/30/2006,34.2463889,-80.6072222,600
Orangeburg,SC,Cylinder,10800,Orangeburg S.c. To Augusta Ga. - Fall 1986 - Lights Following Car - Multiple Witnessess.   Radio Request For Sighters,11/21/2010,33.4916667,-80.8558333,10800
Salem,OR,Cigar,1500,Very Close Encounter.,1/11/2002,44.9430556,-123.0338889,1500
Pinson,AL,Circle,10,Redish Orange  Traveling Slowly And Quietly,10/31/2003,33.6888889,-86.6833333,10
Bellevue (Yarrow Point),WA,Disk,10,The Saucer Hovered Over Us It Was Huge Orange And Silent.,3/19/2009,47.6105556,-122.1994444,10
Knoxville,TN,Disk,1500,Object Traveld Along Side My Car For A Mile A Close Range.,9/9/2003,35.9605556,-83.9208333,1500
Petaluma,CA,Disk,1800,Saw Darting Object In The Night Sky Move Fast Stop Move Fast Stop. Then It Flew  Low Over My House And I Heard The Ufo.,7/23/2000,38.2325,-122.6355556,1800
Ridgecrest,CA,Disk,1200,Saucer Shaped Ufo Lights No Sound 20 Minute Observation,6/10/2003,35.6225,-117.67,1200
Onyx,CA,Fireball,4,Friend And I Were Walking Home On A Dark Night. There Was A Storm Building The Cloud Were Very Low. They Were Touching The Mountain To,9/17/2000,35.6902778,-118.2197222,4
Raleigh,NC,Triangle,120,Huge Triangle Passes Over Oblivious Sleeping Capital,7/16/2003,35.7719444,-78.6388889,120
Burnet,TX,Disk,20,Silver Saucer Object Hovering On Hill,12/16/2005,30.7580556,-98.2280556,20
Bolingbrook,IL,Triangle,300,Thin Black Triangle Moving Slowly Over Field In Suburban Chicago.,10/8/2007,41.6986111,-88.0683333,300
Itta Bena,MS,Circle,300,I Saw A Ufo One Fall Night In The Shape Of A Golden Circle.,11/4/2002,33.495,-90.3197222,300
Osawatomie,KS,Other,7200,Many Colorful Balls Of Light Over Osawatomie To Canada,6/2/2013,38.4972222,-94.9502778,7200
Yonkers,NY,Rectangle,1800,Silent Rectangular Football Field Sized Object Fling At About 1000 Feet With 6 Groups Of Lights On Bottom And Across Stern,9/13/2002,40.9311111,-73.8991667,1800
Eastchester,NY,Triangle,180,Huge Dark Dimly Lit Triangle  Slowly Passes Over  Platform Tennis  Courts In Eastchester Ny,2/8/2005,40.8883333,-73.8286111,180
Baker,MT,Light,600,Bright Light Came Out From Behind A Cloud And Split Off Into 6 Smaller Lights Leaving At A High Speed,5/24/2005,46.3669444,-104.2841667,600
Greers Ferry (Greers Ferry Lake),AR,Circle,180,Three Moon Sized Objects Appeared In The Form Of Lights And Lite The Intire Lake Up And I Could See A Mountain About 10 Miles From Mej,11/20/2002,35.5769444,-92.1772222,180
Bremerton,WA,Circle,1800,Circular Craft Approximately 500 Feet In Diameter Clearly Seen At Approximately 1500 Feet Altitude.,8/7/2011,47.5675,-122.6313889,1800
Tacoma,WA,Circle,120,Disc Follows Fighter Jets To Air Base,2/18/2011,47.2530556,-122.4430556,120
Pilot Knob,MO,Cigar,900,I Did Not Actually See This Myself But My Mother Did. I Was 10 Years Old In 1988 And I Remember My Mom Running In The House Saying She,12/16/2005,37.6211111,-90.6402778,900
Belle,MO,Unknown,600,Lights On A Huge Craft Slowly Going Overhead. (Official Explanations Unacceptable),6/18/1998,38.2858333,-91.7202778,600
Loveland,CO,Chevron,300,Boomerang Craft Silent No Lights Walking Speed,8/16/2002,40.3977778,-105.0744444,300
Odessa,TX,Circle,120,Driving At Night On Loop Saw Circular Blinking Lights.,5/24/1999,31.8455556,-102.3672222,120
Big Spring,TX,Other,300,Looking Out At The Night Sky I Caught Out Of My Peripheral Vision A Streaking Pastel Green Shooting Star.,11/20/2001,32.2502778,-101.4783333,300
Hampton,VA,Cigar,300,Thrilling  Terrifying.,5/15/2006,37.0297222,-76.3455556,300
Morgantown,WV,Triangle,900,I Was Working As A Dj At Wclg In Morgantown Wv.  I Am Sorry I Dont Know The Date And Am Sorry That I Am Now Reporting A 9 Year Old Sigh,1/28/1999,39.6294444,-79.9561111,900
Batesville,AR,Disk,480,It Didnt Seem Harmful It Was Like It Was Observing.,1/3/2001,35.7697222,-91.6408333,480
Bloomingdale,NJ,Sphere,35,Tennis Ball Size Blue Sphere Objects.,8/5/2001,41.0019444,-74.3269444,35
Mint Hill,NC,Triangle,180,Triangular Ufo With 3 Lights On Each Corner. No Sound. Low Flight Pattern.,3/19/2009,35.1794444,-80.6475,180
Glennallen,AK,Unknown,3600,10/15/89 Bright Fast Moving Light Over Valley West Of Glennallen Alaska,4/27/2007,62.1091667,-145.5463889,3600
Endwell,NY,Formation,1200,Triangle-Shaped Formation Of 5-6 Bright White Circular Objects That Flew Slowly From North To South With Steady Light And No Noise,9/12/1999,42.1127778,-76.0213889,1200
North Windham,ME,Fireball,420,It Was A Firball That Made A Perpendicular Manuver In North Windham Maine In 10/90,4/28/2001,43.8341667,-70.4388889,420
Las Vegas (North Of),NV,Light,3600,Strange Lights North Of Las Vegas,3/21/2003,36.175,-115.1363889,3600
Prineville (30 Miles East Of),OR,Light,6,Fast Moving Ball Of Light That Can Move At Right Angles.,2/24/2001,44.3,-120.8333333,6
Omaha (Lavista/Ralston),NE,Cigar,300,Cigar Shaped Object Flying Level At About 750Ft. Has Fiery Tail Triangular Windows Fighter Escort ...Was Called Space Junk By,9/29/2004,41.2586111,-95.9375,300
Auburn,WA,Sphere,5,Bright Green Ball Of Light On Highway 167,10/11/2005,47.3075,-122.2272222,5
Austin,TX,Other,240,Ufo Seen Over Austins  Robert Muller Airport,6/18/2003,30.2669444,-97.7427778,240
Snyder,TX,Disk,300,Round Disk With Lights,5/15/2006,32.7177778,-100.9172222,300
Wilsonville,OR,Light,15,Woman Repts. Seeing Round Flashing Lights Moving S To N While In Hospital.,11/2/1999,45.3,-122.7725,15
Gardnerville,NV,Light,15,Observed Object Bluish/White In Color Streaking Toward The Surface Of Earth; Then Change Directions Instantly Heading Back Into The S.,1/17/2004,38.9413889,-119.7486111,15
Lubbock,TX,Cigar,1800,The Object Was Hidden In A Cloud.,7/25/2004,33.5777778,-101.8547222,1800
Cincinnati,OH,Light,2,Spectrum Colored Lights Move Across The Sky And From Them Emerges A White Light.,5/29/2011,39.1619444,-84.4569444,2
Butte,MT,Sphere,30,A Hovering Object In The Vicinity Of The Lady Of The Mountains.,10/31/2003,46.0038889,-112.5338889,30
Sulphur,LA,Oval,600,Two Large Black Objects Fly Over Town ... 0Nly 4 People Observed Them .....,12/14/2004,30.2363889,-93.3772222,600
Garden Grove,CA,Rectangle,900,A Huge Black Retangular Object. At Least Twice As Big As A Blimp Even With It Being About Twice As High In The Air. No Lights. Seen Jus,3/7/1998,33.7738889,-117.9405556,900
Portsmouth,NH,Light,60,Strage Lights Over The River In Nh,1/31/2004,43.0716667,-70.7630556,60
Owensboro,KY,Sphere,3600,It Moved Back And Forth Up And Down Covering More Miles In A Split Sec Than Anything Man-Made I Have Ever Seen.,10/27/2004,37.7741667,-87.1133333,3600
Moss Bluff,LA,Disk,120,F-16S Chase Disc Object Over Calcasieu River Between Lake Charles And Moss Bluff,2/1/2007,30.3025,-93.1905556,120
Stone Ridge,NY,Oval,30,Sitting On Bench At Uccc. Looked Up To The West And Saw An Oval Ufo. Closed My Eyes Because My Mind Could Not Believe What It Was Witne,9/2/2005,41.8530556,-74.1394444,30
Circleville,OH,Disk,60,Silver Disc Saucer Hovers Above Town Then Disappears,5/15/2006,39.6005556,-82.9461111,60
Bellevue,WA,,1500,Former Mil. Officer (Ret.) W/ Son  4 Others Witnessed A Very Bright Obj. In Cloudless Blue Sky.  Alternated Silver Black Then White.,11/2/1999,47.6105556,-122.1994444,1500
Ithaca,NY,Light,10800,A Bright Object Was Seen From A Far Distance. It Gave Off A Bright White Light Sometimes Turning Gold The It Would Turn Red And Green,11/19/1998,42.4405556,-76.4969444,10800
Neah Bay,WA,Sphere,1800,Metallic Sphere Floats In The Sky...,5/2/2011,48.3683333,-124.6236111,1800
Oxley,AR,Fireball,2,On The Way To My Grandfathers House Myself And My Father Witnessed A Red Fireball Hovering In The Middle Of The Old Gravel Road We Were,3/21/2014,35.8422222,-92.4569444,2
Angola,IN,Disk,180,Designed Like A Spare Tire Dark Back Lit Port Blueish Had Been Hiding In A Forest .,3/31/2008,41.6347222,-84.9994444,180
Pittsburgh,PA,Light,30,It Was A Clear Night In October About 1994.  I Saw A Bright White Star Like Thing In The Sky. It Was Not Moving. I Was Facing Down T,12/12/2009,40.4405556,-79.9961111,30
Molalla (Near),OR,Other,180,Black Object In Sky Traveling Above River Circle Of Light Appearing To Come From It Lighting Up River In Just That Area Of Light,4/27/2004,45.1475,-122.5758333,180
Marshall,TX,Disk,5,Orange Fiery Disk Flying At Tree Level,1/28/1999,32.5447222,-94.3672222,5
Santee,CA,Light,8,A Bright Flourescent Green Light Hovered Between 2 Houses Then Swiftly Moved To Left And Then Moved Directly Over Us While We Sat In Ca,1/28/1999,32.8383333,-116.9730556,8
Fostoria,OH,Diamond,1200,It Was Amazing The Way They Stood Perfectly Still And Took Off .,11/28/2007,41.1569444,-83.4169444,1200
Hawesville,KY,Cigar,120,Sightings Of Multiple Craft Disappearing And Reappearing In Sky Possible Abduction.,7/16/2006,37.9,-86.755,120
Lawton,OK,Sphere,180,Silvery Orb Hiding Behind  Cloud,5/14/2002,34.6086111,-98.39,180
Westminster,SC,Unknown,180,The Low-Hanging Cloud Looked Too Dense,4/16/2005,34.6647222,-83.0966667,180
Godfrey,IL,,2400,Man  2 Sons Witness Pursue In Car Strange Obj. In Rural Area. Was Size Approx. Color Of Moon. Odd Shape Haze. Winked Out.,11/2/1999,38.9555556,-90.1866667,2400
Emporia,VA,Light,600,The Light Moved To Me And Then Disapeared,2/18/2001,36.6858333,-77.5427778,600
Evansville,IN,Unknown,240,Bright Bold Primary Colored Lights In The Sky But No Shape Of A Craft.,12/2/2000,37.9747222,-87.5558333,240
Woodstock,CT,,5,Young Couple Witness Large Glowing Craft Streak Across The Night Sky As If It Were Exiting The Earth. Craft Was Followed By A Trail,2/22/2002,41.9483333,-71.9744444,5
Chatsworth,CA,Fireball,5,Moon Size Fireball Flies Over The San Fernando Valley Oct. 1995,10/30/2006,34.2572222,-118.6002778,5
San Mateo,CA,Light,600,Silent  Close Range White Light Seen On Highway 280 South Of Highway 92. Witnessed By 3.,12/19/2003,37.5630556,-122.3244444,600
Austin,TX,Triangle,300,It Was Floating Right Above The Tree Tops Over The Houses About 75 Feet From The Tops Os The Houses.,4/15/2000,30.2669444,-97.7427778,300
Cazadero,CA,Unknown,120,You Wont Believe What Happened To Me,8/16/2002,38.5333333,-123.0841667,120
Delano,TN,Other,30,If You Dont Believe In Ufos You Better Keep Your Mind Open And Be Prepared For The Unexpected.,12/7/2006,35.265,-84.5533333,30
Roanoke,VA,Triangle,3600,I Saw A Triangular Craft With Only Red Light From Front To Back On It. Craft Stopped Over My Back Yard And Shone Light Down.,2/18/2001,37.2708333,-79.9416667,3600
Paris,TN,Light,600,Blue Ball Of Light Subdues Me And My Girlfriend.,5/24/2005,36.3019444,-88.3266667,600
Duncan,OK,Unknown,315,This Is What I Can Remember About My Abduction.,1/28/1999,34.5022222,-97.9575,315
Atlanta (North Of),GA,Light,300,A  Blue Grayish Kind Of Light.,3/7/1998,33.7488889,-84.3880556,300
Brigham City (West Of),UT,Other,180,Very Large Glowing Object Hovered To The West Of The Salt Lake Disapering After About 3 Min,9/6/2002,41.5102778,-112.0147222,180
Pasadena,CA,Oval,30,It Was A Plasma Craft . It Looked Just Like The Pics Taken In Mex Of A Plasma Craft.,2/18/2001,34.1477778,-118.1436111,30
Dallas,TX,Light,300,My Friend And I Were Driving Home From A Date I Opened The Sunroof To View The Moon Lite Sky.  As I Was Starring At The Stars  Somethi,6/2/1998,32.7833333,-96.8,300
New York City (Staten Island),NY,Cylinder,120,Metallic Cylinder Moving Thru New York Harbor,2/14/2008,40.7141667,-74.0063889,120
Daggett,CA,Rectangle,8,One Very Fast Very Low Flying Rectangular Object Changes Direction Stops Then Seperates Into Three Equally Fast Smaller Objects.,10/8/2007,34.8633333,-116.8872222,8
Abingdon,VA,Light,600,Bristol Herald Courier Run On Thursday (10-16-97) The Following Day Unusual Lights In Sky Over Mountain Empire Generate Speculation.,8/5/2001,36.7097222,-81.9775,600
Boulder,CO,Triangle,300,Saw 3 Lights Moving Slowly Over The Foothills,11/17/1999,40.015,-105.27,300
Shark River Hills,NJ,Triangle,300,I Was Walking My Dog On A Dark Clear Evening.  I Sensed A Weird Feeling And Looked Up To The Sky.  Above The Tree Tops I Couldnt Mak,2/1/2007,40.1938889,-74.0491667,300
Bladen,NE,Sphere,120,Ufos On The Moon????,2/24/2001,40.3222222,-98.5944444,120
Rosburg,WA,Triangle,240,Triangular Shaped Object.,7/19/2010,46.3311111,-123.6372222,240
Harrodsburg,KY,Unknown,45,Iron-Gridwork Lightless Silent Ufo Seen Over Central Kentucky.,12/16/2005,37.7622222,-84.8433333,45
Stephenville,TX,Circle,600,Central Texas Sighting In Fall Of 1997. Pulsing Single Craft At Extreme Speeds.,1/3/2001,32.2205556,-98.2019444,600
Waldorf,MD,Light,420,Three Circular Lights Fuse Into One And Become An Intensly Bright Beacon,4/27/2004,38.6244444,-76.9394444,420
Alvarado,TX,Chevron,30,V Shaped Craft Over Night Sky In Alvarado Tx. Oct. 1997,10/31/2003,32.4063889,-97.2113889,30
Freeport,IL,Flash,15,Two Different Reports Of Blinking Light Seen By Same Witness Within A Years Time.,12/9/2000,42.2966667,-89.6211111,15
St. Louis,MO,Unknown,60,Inside The House But Could Tell It Was Above Us,4/26/2000,38.6272222,-90.1977778,60
Naalehu,HI,Sphere,300,It Looked Like A Natural Object (For A Meteor) But It Didnt Follow The Laws Of Gravity,8/25/2000,19.0638889,-155.5858333,300
Red Bank,SC,Flash,7200,Colorful  Gaseous Objects Make Unusual Sounds And Harass Individual,12/23/2002,33.9319444,-81.2386111,7200
Round Rock,TX,Egg,15,On Approx. 10/15/1998 @ 0130 .I Went To My Back Patio For A Cigarette. I Was Outside For At Least 3 Min. I Know This Because I Was Almo,8/30/1999,30.5080556,-97.6786111,15
Houston,TX,Fireball,4,A Small Single Fireball In The Sky At An Indeterminate Altitude.,8/5/2001,29.7630556,-95.3630556,4
Knoxville,TN,Cylinder,300,Metallic Cylinder Hovering Above City.,11/26/2003,35.9605556,-83.9208333,300
New Albany,IN,Changing,3600,Objects Changed From Oval To Football Shape For An Hour,1/27/2005,38.2855556,-85.8241667,3600
Winston-Salem,NC,Sphere,12,Silver-White Sphere Crossed Sky In 12 Sec.,11/1/1998,36.0997222,-80.2444444,12
Glenwood,AR,Disk,2,I Am A College Student And A Mother Of A 5 And 2 Year Old. I Had Come Home From A Long Day At School And Discovered I Had To Run Into T,11/20/2002,34.3266667,-93.5505556,2
Warwick,RI,Other,300,Bright Flat Object Moved Upwards And Disapeared Behind Cloads.,11/1/1998,41.7,-71.4166667,300
Asheville,NC,Light,1800,Red Drifting Light About 50 Degrees In The Western Sky Slowly Drifting Up And To The North Would Get Very Bright Then Fade But Not Puls,1/7/2000,35.6008333,-82.5541667,1800
Enterprise,AL,Triangle,900,Large Black Triangular Ship Seen Near Enterprise Alabama.,2/1/2007,31.315,-85.8552778,900
Laguna Niguel,CA,Unknown,60,Bouncing Orange Lights In Night Sky.,9/13/2002,33.5225,-117.7066667,60
Westlake,OH,Light,60,Witnessed Flyby By A Craft Composed Of Six Perfectly Round Bright Lights.,1/28/1999,41.4552778,-81.9180556,60
Hinton,WV,Light,900,Single Light Travelling At High Rate Of Speed Radically Changed Course Numerous Times.  Stayed In Same Area For Entire Time Orbiting,6/6/2000,37.6738889,-80.8894444,900
Dublin (South Of),IN,Diamond,60,One Diamond Shaped Aircraft In The Sky West Of Richmondindiana Flying From The Se To The Nw In October 1998.,1/17/2004,39.8122222,-85.2088889,60
Port Washington,WI,Triangle,120,Craft A Cross Between Triangle/Chevron/Arrowhead/Diamond; Clear Starry Night; Witnessed What I Believe To Be: Quiet Low Humming Craft,1/22/2000,43.3872222,-87.8755556,120
Dallas,TX,Disk,10,An Ufo Staying On The Skjy With Half Red And Half Orange.,1/27/2005,32.7833333,-96.8,10
Lexington,MA,Fireball,7200,A 2 Hour Sighting Of Fireball With Orbiting Mini Fireballs And An Array Of White Dots In The Sky With Unusual Movements,3/4/2008,42.4472222,-71.225,7200
Columbia (East Of Near Little Dixie Conservation Area),MO,Triangle,60,My Friend And I Were Out Looking For Shooting Stars On A Country Road When This Large Unknown Object Flew Over Us.  It Was A Large Tria,9/19/2002,38.9516667,-92.3338889,60
Clines Corners (I-40 Eastbound),NM,Light,1200,Was Traveling Eastbound On I-40 In New Mexico Around 3:00Am. Noticed To The Southwest And Southeast Numerous Flashing Bright Blue Light,9/19/2002,35.0094444,-105.6686111,1200
Conconully (Conconully Lake),WA,Light,1800,A Very Bright Light Shined Through The Window Of Cabin And With Spotting Scope And Binoculars A Father And Son Saw A Bright Light With,9/19/2002,48.5575,-119.7486111,1800
Millersburg,MO,Triangle,180,Ive Already Submitted A Report I Had The Wrong Date,12/16/1999,38.8986111,-92.1233333,180
Holden,MA,Oval,3600,Very Bright Oval Object That Appeared To Resemble A Star Approx. 5 Am In The Morning.  It Has Been Visible In The Morning For 3 Days No,10/19/1999,42.3516667,-71.8638889,3600
Lewistown,MO,Light,180,Colour Shift= Green->Blue->Yellow->Metalic White. Slow Movement To West Then East Then High Velocity Nnw.,11/9/1999,40.0861111,-91.8130556,180
Fairfield,ME,Light,1800,Spotted Light Moving Through The Sky At High Rate Of Speed.  Thought To Be A Plane Or Helicopter But Too Fast For Helicopter And Han On,11/2/1999,44.5883333,-69.5991667,1800
Old Westbury,NY,Disk,240,I Was Home In My Room And Looked Out My Window To See This Very Large White Object Gliding Across The Sky Going West To South-East. It,10/19/1999,40.7886111,-73.6,240
